product,reviewer,influence,comment,text
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Jason,83,111,Love these things. I like the fancy remote. I love that they have AirPlay. The menu is snappy. I have zero complaints. I wish I could change the one-touch buttons on the remote maybe since I'm not gonna use those four services. These are great streamers and they turn on my televisions automatically and control the televisions. Someone really put some thought into the user experience.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",MainlineMaddie,6,17,"My Samsung TV's Tizen operating system was not allowing a way to stream PBS. I now can do that easily using this Roku Express 4K device. I haven't used voice recognition, so I cannot evaluate that function, but it was a cinch to set up this Roku device and begin streaming from my apps and Roku channel. Remote is easy to use too. Very pleased with this purchase."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Juan David Orjuela,2,2,"Tiene una excelente rapidez de apertura de aplicación (canales) funcionando con una red wifi de 80MB (Colombia) con el router a un piso de distancia; funcionan muy bn Pluto TV, Netflix, HBO Max, Disney, Amazon y Spotify entre otros de los más comunes; el control se sincroniza fácilmente con el tv (Panasonic de 2015) y controla volumen y apagado/encendido, también funciona bien el control por voz; recomendado su uso para Colombia!!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Cheryl Lucius,48,41,"We added this Roku to the bedroom. (We already have one in the living room that we love.) This one hooked up so easy! I have Amazon Prime with additional channels. Connection was fast and easy. Just scanned the QR ""square"" and it connected immediately. It was just as quick when connecting other channels - Disney+ Bundle with HULU and ESPN, Food Channel, Discovery+, etc."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Margaret Smith,21,64,I bought this for my parents because they couldn’t figure out how to run anything with so many remotes and steps. This remote can control the tv and Roku making it very user friendly. Now my parents can simply push Netflix or Disney button to pull up streaming. My only complaint is I wish there was an Amazon prime button.
"Roku Express | 高清流媒体播放器,带高速 HDMI 线缆和简单遥控器",Rose Dawson,3367,29,We now have three of these devices in our home to help save on our cable bill. We use them for the spectrum app and they work great! Very easy to set up. A word to the wise - I read a couple of reviews about an activation fee. I set two of these up today and there is no activation fee!! If you are being asked to pay a fee you are in the wrong place! Do not google the set up website - type in the address as it is when prompted on the screen and you will be fine.
"Roku Express | 高清流媒体播放器,带高速 HDMI 线缆和简单遥控器",Mike T,1163,6,"I finally decided to buy one to help keep my TV relevant. Most of the apps from my 2011 model TV don't work anymore and was limited in functionality. I wish I bought one of these years ago though. Now, reading through previous comments, there is someone who gave 2 stars and complained about being single banded WiFi. This guy doesn't pay attention to what hes looking at. Yes, this is clearly stated that it only uses 2.4GHz band. No, they didn't go backwards in any form with this. With a quick search, and all Roku Expresses, which is what this is, have been single band. And 2.4GHz is fine when only going 1080p for HD.  Now about using it. Setting everything up doesn't take long, around 10-15 minutes. Once you have it set up, it's eay to use to get on Netflix, or Amazon Prime to watch your favorite shows. You can also download some other apps to get some free TV to you flip through another couple hundred channels and complain about there is nothing to watch, because we all know we do that. When watching something, the picture does take a minute to download, buffer, and catch up, so the first little bit may be a bit blurry, but it evens out. There is also the Roku app for your phone, and this adds some ease of use. Instead of using the remote to attempt to hit the sensor on the device, you can connect to the Roku on your phone as long as they are on the same WiFi network.  If you want to stream easier on your TV, or your TV doesn't have the Smart features you want, I would recommend this. If you want 4K video, then you need to look at something else because this doesn't off it. Also, if you really need to use 5GHz WiFi, then also, look elsewhere. Now, I can't compare this to other models, but this works well for what I wanted it for. Would recommend."
"Roku Express | 高清流媒体播放器,带高速 HDMI 线缆和简单遥控器",Rachel in Florida,1149,45,"I have been working on overtime, a 2nd job and my damn nerves, to do what??? Spend all my money on cable and diet water??? Not anymore!!! I decided to invest in a Roku to alleviate half of my stress! I had no idea the number of free channels at my disposal. And they are full of shows that I will actually watch and like!!! I am actually glad to come home to my spinster life of watching tv with my pets and practicing Spam Sculpture Art. I have watched classic tv shows and new and fresh ones now. Grab one while the prices are low!!"
"Roku Express | 高清流媒体播放器,带高速 HDMI 线缆和简单遥控器",Dee Arr,19354,941,"I bought this Roku to expand into a fourth room, and I was happy to see that it was offered at a fraction of the cost of my other Roku models. Of course, this bare-boned unit asks for you to sacrifice some of the options on the more expensive units, such as a TV on/off button, volume control, and an earphone plug-in on the remote. All of these minor issues are easily solved by using both the Roku and the TV remotes or by employing the free Roku mobile app for iOS or Android.  A major issue for some consumers might be the 2.4 GHz wireless connection. After several days of use, we have seen no issues. Streaming has been perfect, no lagging or interruptions, and load time seems no longer than any of the other Roku units we own.  Installation was easy and there should be no hiccups for the majority of users. This was the first time that Roku asked me to sign up with a Google account, so it took the extra few minutes for me to set that up, but otherwise it was no harder than usual.  If you are looking for a solid unit and a great price, you can't do better than this unit. Five stars."
"Roku Express | 高清流媒体播放器,带高速 HDMI 线缆和简单遥控器",DavyMac,882,28,"Overall, was I eventually moderately satisfied. The initial setup was a breeze. However, I got a rude shock when the video from a lot of channels wouldn't stream - instead of video, I got only sound and error code 020. (Of note, I was trying to run our Roku through an HDMI signal switch.)  As it turns out, a lot of HDMI signal switches/splitters sold on Amazon are NOT HDCP compatible. (HDCP is a form of digital copy protection; I only learned about this when trying to troubleshoot this Roku). A lot of channels available on the Roku use HDCP. So, as a result, content from those channels could not be streamed from the Roku to our TV through our HDMI switch/splitter. It took some Googling to figure this out - the Roku support article regarding HDCP error messages mostly discussed unplugging and replugging things, and turning things on and off again. It did not mention HDMI signal switch/splitter incompatibility. I would have been up and running more quickly, and ultimately more satisfied, if that had been the case.  After figuring this out, I plugged the Roku directly into the TV, and it worked perfectly. Unfortunately, I had to rearrange all of our other HDMI inputs in order to do this.  If you are reliant on HDMI switches/splitters, figure out if your switch is HDCP compatible before getting this incarnation of Roku.  Also, it is advertised that the Roku mobile app has a keyboard function - on my iOS, the the mobile remote control functions that I've tried work, with the exception of the mobile keyboard. Hopefully a Google search will yield a fix, but I would be even more satisfied if this keyboard feature worked right out of the box.  EDIT:  The remote control stopped working after a month. It's a good thing there is a mobile Roku app. Otherwise, we'd have to order a new remote."
