",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,label
2,0,0,0,0,2,0,16,1,0,0,1,3,0,6,7,0,0,6,1,2,0,0,5,8,1,0,0,5,2,5,0,1,2,0,0,0,3,0,0,0,4,1
16,1,0,11,0,8,0,43,5,5,5,0,3,0,23,7,0,0,19,6,0,1,0,28,26,6,0,0,11,9,20,1,0,0,4,0,0,3,0,0,1,14,0
8,0,0,2,0,2,0,9,2,1,1,0,0,1,9,6,0,0,5,4,0,0,0,8,6,6,0,0,5,0,2,0,0,1,15,0,0,0,0,0,0,6,1
5,0,0,6,0,1,1,14,0,3,0,0,1,0,6,5,0,0,1,6,0,0,0,9,5,3,0,0,5,0,3,0,0,0,2,0,2,1,0,0,0,7,1
9,1,0,2,0,2,0,28,1,1,3,1,6,0,12,6,0,0,0,7,0,1,0,11,16,2,0,1,6,2,1,0,0,0,5,0,0,0,0,0,0,1,0
6,0,0,8,0,1,0,32,7,3,4,0,2,0,9,9,0,0,11,7,0,1,0,25,26,7,0,0,5,0,16,1,0,0,5,0,3,2,0,0,0,14,0
0,0,0,10,0,4,0,44,1,2,4,0,4,0,16,15,0,0,29,8,0,1,0,25,33,7,0,0,13,10,21,2,2,0,8,0,5,2,0,1,1,12,1
3,2,0,2,1,0,0,10,4,1,1,0,4,0,3,7,1,0,4,0,0,0,0,5,8,2,0,0,2,2,6,0,0,0,3,0,0,0,0,0,0,6,0
0,1,0,8,0,8,0,33,1,3,5,0,0,0,10,8,1,0,21,6,0,1,0,19,19,7,0,0,8,10,14,1,0,0,11,0,2,3,1,0,0,19,0
10,0,0,6,0,0,0,41,7,1,2,0,1,0,19,13,1,0,11,8,0,1,0,19,30,3,5,8,11,6,7,2,2,0,2,0,0,1,0,0,0,22,1
3,0,0,4,0,1,0,13,4,1,0,0,2,0,13,9,0,0,3,16,0,1,0,9,9,4,0,2,9,1,7,0,0,2,2,0,2,0,0,0,0,9,1
2,0,0,3,0,4,0,15,1,0,1,0,1,0,7,8,0,0,10,9,0,2,0,12,18,3,0,0,4,1,7,0,1,0,11,0,1,2,0,0,2,3,0
4,0,0,4,0,6,0,33,0,3,0,0,3,0,15,16,2,0,22,5,0,1,0,19,20,3,0,1,5,1,21,0,0,0,7,0,1,0,1,0,0,14,0
2,1,0,4,0,0,2,23,2,1,1,0,3,0,12,20,0,0,9,6,0,2,0,9,15,2,0,0,3,1,6,0,1,1,3,0,0,0,0,0,0,10,1
7,0,0,9,0,12,0,28,4,2,3,1,1,0,12,14,0,0,23,8,0,2,0,22,14,16,0,0,9,14,21,0,1,0,9,0,3,3,1,0,0,11,0
6,2,0,4,0,3,0,13,4,1,3,0,0,0,14,7,0,0,5,7,0,0,0,9,11,4,0,0,5,1,4,1,0,0,3,0,2,1,0,0,0,2,1
5,0,0,7,1,5,0,29,1,1,7,1,0,0,12,8,0,0,18,1,0,1,0,18,16,6,0,0,8,3,18,1,0,0,6,0,1,0,0,0,1,18,0
1,0,0,8,0,4,0,22,4,1,1,0,2,1,18,8,0,0,13,5,0,1,0,17,18,4,0,1,9,5,13,0,0,0,3,0,0,2,0,0,0,14,1
5,0,0,4,0,2,0,22,4,4,2,1,2,0,11,5,1,0,7,9,1,0,0,13,15,0,0,6,6,4,7,0,2,2,0,0,1,3,1,0,0,13,1
3,0,0,2,0,3,0,13,0,1,2,0,0,0,7,5,0,0,8,1,0,1,0,8,10,2,0,1,4,1,6,0,1,0,5,0,0,0,0,0,0,7,0
7,4,0,6,2,0,0,29,14,1,4,1,7,0,10,20,2,0,3,12,0,1,0,29,18,4,0,3,6,2,17,1,0,0,7,0,1,3,0,0,1,11,0
2,0,0,0,0,1,0,8,1,0,0,0,0,0,3,3,0,0,4,2,0,0,0,6,5,1,0,1,1,1,4,0,0,0,3,0,0,0,0,0,0,1,1
3,0,0,14,1,7,0,43,5,3,2,2,2,0,21,20,1,0,25,5,0,1,0,27,28,9,0,0,13,5,26,1,2,0,15,0,1,2,0,0,1,22,0
13,0,0,5,0,2,0,43,10,3,2,3,6,0,16,17,0,0,15,14,2,2,0,25,27,1,1,1,7,4,17,0,2,1,4,0,3,4,0,0,1,16,1
2,1,0,2,0,1,0,13,1,1,0,0,2,0,8,6,1,0,4,3,1,0,0,9,11,1,0,0,2,1,4,0,0,0,6,0,0,2,0,0,0,4,1
10,2,0,8,0,6,0,54,8,1,7,1,9,1,10,11,0,0,5,4,0,0,0,30,29,7,1,0,8,7,20,0,3,2,4,0,2,1,0,0,1,13,0
0,0,0,2,1,0,0,20,1,0,1,0,3,0,13,9,0,0,12,2,0,1,0,7,14,5,0,1,6,3,10,0,2,0,4,0,0,0,0,0,0,11,1
9,0,0,8,0,8,2,62,4,3,4,0,3,0,19,12,2,0,15,6,0,0,0,39,27,11,0,0,12,5,15,1,1,0,16,0,2,2,1,0,3,9,0
0,0,0,1,0,0,0,8,1,0,0,0,1,0,4,4,0,0,4,0,0,0,0,7,9,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,3,1
3,0,0,3,0,1,0,24,0,0,2,1,3,0,11,5,0,0,6,5,0,1,0,14,20,6,1,0,7,4,4,0,0,0,6,0,1,3,0,2,1,5,1
3,1,0,6,0,2,0,18,4,3,4,1,2,0,5,7,2,0,12,7,0,0,0,17,14,2,0,0,5,1,15,3,0,0,1,0,2,0,0,0,1,19,0
0,0,0,13,0,13,1,46,7,4,3,2,2,0,30,11,1,0,40,9,0,4,0,22,32,7,0,1,15,5,41,1,0,0,8,0,12,3,0,0,0,29,0
14,1,0,6,0,5,0,35,4,1,5,2,7,0,26,16,0,0,23,12,0,2,0,29,33,8,0,0,14,6,15,1,3,0,6,0,1,1,1,0,0,21,1
24,0,0,10,0,6,0,42,5,4,2,0,4,0,23,13,0,0,15,4,0,3,0,33,28,4,0,0,11,5,20,3,2,0,10,0,1,2,0,0,0,23,0
8,0,0,11,0,9,0,43,6,2,4,2,5,0,34,20,0,0,24,11,0,0,0,41,24,9,0,3,11,4,28,0,0,0,11,0,1,5,0,0,2,32,0
5,0,0,4,0,1,0,33,6,1,3,1,12,0,15,10,1,0,3,6,0,0,0,19,25,6,0,0,11,11,6,0,2,0,0,0,1,2,0,1,0,14,1
9,0,0,10,1,4,0,40,9,2,2,2,4,0,25,13,1,0,18,11,0,2,0,22,29,8,0,2,13,6,14,0,1,0,6,0,2,3,0,0,0,17,1
6,0,0,3,0,2,1,15,2,2,0,0,2,0,14,8,0,0,5,5,0,0,0,10,8,1,1,0,4,1,2,0,2,2,7,0,0,1,0,0,1,12,0
5,0,0,6,1,4,0,17,3,1,3,0,1,0,5,3,0,0,2,4,0,0,0,15,9,5,0,0,0,2,3,0,0,0,5,0,0,3,0,0,1,1,0
1,0,0,4,0,2,0,20,2,1,5,0,3,0,6,14,0,1,11,4,0,0,0,10,15,5,0,0,6,1,11,0,0,0,9,0,0,0,0,0,1,13,1
1,0,0,2,0,1,0,20,0,0,2,1,0,0,8,7,0,0,13,2,0,0,0,15,15,2,0,0,4,7,7,0,0,0,0,0,3,0,0,0,0,7,0
4,0,0,4,0,3,0,19,0,2,1,0,2,0,5,5,0,0,10,4,0,0,0,17,14,1,0,0,5,2,6,1,0,0,3,0,0,1,0,0,1,8,0
3,0,0,3,0,1,0,20,3,1,1,0,4,0,8,10,0,0,9,3,0,0,0,9,20,1,0,0,10,4,8,0,0,0,4,1,2,0,0,0,0,21,1
1,0,0,2,0,0,0,5,1,0,0,0,0,0,3,4,0,0,3,2,0,0,0,1,3,1,0,0,2,1,1,0,1,0,3,0,0,1,0,0,0,5,0
0,1,0,2,0,2,0,13,1,1,0,0,1,0,5,7,0,0,5,3,0,0,0,7,10,1,1,0,0,1,3,0,1,0,0,0,0,1,1,0,0,2,1
9,0,0,3,0,1,0,16,7,0,1,4,5,0,4,4,1,0,0,4,0,0,0,15,14,4,0,0,1,1,5,0,1,0,3,0,0,1,0,0,0,9,1
7,0,0,5,2,5,0,42,5,1,2,0,1,0,15,12,1,0,12,6,2,1,0,24,23,6,0,0,10,3,18,0,0,3,4,0,0,3,0,1,1,17,1
7,1,0,4,0,2,0,26,2,2,6,0,6,0,17,5,0,0,1,10,1,0,0,27,17,1,0,0,2,2,3,0,1,0,8,0,0,1,0,0,0,12,0
7,0,0,4,0,3,0,28,4,1,0,1,3,0,17,9,0,0,11,3,0,1,0,20,7,2,0,0,10,4,9,0,0,0,9,0,0,1,0,0,0,10,1
4,0,0,7,0,0,0,25,0,2,2,4,0,0,9,9,0,0,23,8,0,0,0,20,22,4,0,2,10,7,16,0,1,0,4,0,0,2,0,0,0,7,0
3,0,0,1,0,1,0,18,1,0,2,0,1,0,10,6,1,0,8,3,0,0,0,5,12,1,1,0,5,1,5,0,0,2,0,0,1,2,1,1,0,7,1
5,0,0,3,1,3,0,30,2,1,0,0,4,0,17,9,0,0,5,8,0,0,0,17,26,4,0,0,5,5,3,0,0,0,18,0,0,3,1,0,0,7,0
6,0,0,6,0,1,0,15,6,3,1,0,2,2,17,12,0,0,7,12,0,0,0,12,20,1,0,0,6,6,12,1,0,0,0,0,0,0,1,0,0,11,1
5,1,0,5,0,4,0,31,0,5,1,0,2,0,10,10,0,0,10,3,0,0,0,18,18,2,0,0,7,2,11,1,1,0,11,1,1,3,1,0,1,8,1
20,1,0,7,1,1,0,18,8,0,1,0,3,0,15,11,1,1,8,7,2,1,0,15,16,1,0,3,14,3,8,3,1,0,6,0,0,10,0,1,1,20,1
2,0,0,8,0,2,0,18,1,2,2,0,1,0,5,5,0,0,5,1,0,2,0,11,9,6,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,7,1
6,1,2,8,0,1,0,17,0,3,1,1,3,0,6,9,1,0,9,2,0,0,0,15,14,3,0,0,6,3,12,1,0,0,7,0,0,4,0,0,0,13,1
5,0,0,4,0,5,0,26,1,2,1,0,1,0,5,6,1,0,10,2,0,1,0,16,14,6,0,1,4,4,9,1,0,0,2,0,0,0,0,0,0,6,1
9,0,0,0,0,1,0,12,3,0,0,0,0,0,12,6,1,0,5,8,0,0,0,11,2,3,0,0,6,2,4,0,0,0,7,0,1,2,0,0,0,7,1
7,1,0,7,0,3,0,21,3,0,2,1,0,0,9,11,1,0,13,10,0,1,0,19,15,4,1,1,2,2,5,2,1,0,7,1,2,3,0,0,1,7,0
4,0,0,1,0,1,0,12,0,0,0,0,0,0,10,4,0,0,6,3,0,0,0,7,5,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,2,1
0,0,0,3,0,1,0,9,0,2,1,0,1,0,3,4,0,0,3,3,0,0,0,10,8,2,0,0,1,0,4,0,0,0,9,0,0,0,0,0,0,3,1
7,0,0,6,1,3,0,28,3,3,3,1,4,0,11,8,0,0,10,5,0,0,0,19,20,2,0,0,7,5,9,0,0,0,4,0,1,1,0,0,0,7,1
2,0,0,5,0,0,0,9,0,2,1,0,0,0,5,4,1,0,7,2,0,2,0,9,8,3,0,0,3,5,4,1,0,0,8,0,1,0,0,0,0,6,0
3,0,0,6,1,5,0,27,1,2,3,0,1,0,14,10,0,0,13,4,0,1,0,20,15,8,0,0,7,5,13,2,1,0,3,0,2,0,0,0,0,9,0
5,0,0,3,0,0,0,19,0,0,4,1,0,0,8,8,0,0,13,9,0,0,0,13,19,3,0,0,3,0,5,0,0,0,2,0,2,0,0,0,0,4,0
5,0,0,10,0,4,0,36,1,1,2,0,0,0,10,9,0,0,16,6,0,2,0,23,19,8,0,0,5,3,16,1,0,0,3,0,0,4,0,0,0,10,1
5,1,0,1,0,1,0,12,2,0,0,0,4,0,9,5,0,0,1,3,0,0,0,3,8,2,0,1,5,2,2,0,0,0,2,0,0,1,0,0,0,3,1
7,0,0,8,0,4,0,31,8,1,6,1,0,0,18,11,2,0,21,10,0,0,0,22,22,6,4,0,10,3,12,0,4,0,3,0,0,1,0,0,0,15,1
9,1,0,9,0,8,0,58,1,2,4,1,1,0,16,16,0,0,31,7,0,3,0,34,34,9,0,0,9,4,21,0,1,0,5,0,2,1,0,0,0,14,0
1,1,0,7,1,2,0,30,1,4,4,1,0,0,7,16,1,0,28,10,0,4,0,41,22,5,0,0,3,5,29,1,2,0,6,0,1,5,0,0,0,24,1
11,0,0,4,0,3,0,29,3,1,1,0,3,0,15,10,1,0,15,2,3,0,0,13,22,2,1,0,9,2,8,0,2,0,9,0,1,3,0,0,0,6,1
10,0,0,4,0,1,0,15,0,1,1,1,0,0,4,1,1,0,8,6,0,1,0,12,7,5,0,0,4,1,2,0,0,0,4,1,0,3,0,0,0,6,1
12,2,0,5,1,10,0,33,5,2,6,0,4,0,24,16,1,0,28,12,0,3,0,27,20,5,1,0,13,7,28,1,1,0,3,0,3,6,0,0,0,21,1
9,1,0,4,1,4,0,20,0,3,2,0,2,0,6,4,2,0,10,2,0,1,0,12,16,2,0,1,6,7,8,0,1,0,4,0,1,0,0,0,1,9,0
11,0,0,5,1,1,1,28,4,1,3,1,0,0,14,7,1,1,15,6,0,0,0,26,24,3,1,0,10,10,9,0,2,0,5,0,2,1,2,0,1,14,1
8,0,0,4,0,1,0,25,5,1,4,1,9,0,21,8,0,0,0,12,0,0,0,14,17,2,0,0,9,2,1,1,2,0,4,0,0,2,0,0,0,12,0
11,2,0,4,0,7,0,30,2,0,4,0,3,1,12,15,2,0,21,4,0,2,0,22,26,8,0,0,7,3,22,0,2,0,2,0,2,0,0,0,0,14,0
8,1,0,4,0,3,0,19,5,1,2,1,0,0,12,12,1,0,10,6,0,0,0,10,19,5,1,1,5,1,10,0,0,0,13,1,0,0,2,0,0,9,0
8,0,0,13,0,2,0,44,2,4,8,2,2,0,13,15,2,0,28,9,0,3,0,34,33,9,1,0,14,4,23,1,0,0,6,0,1,8,0,0,0,27,0
3,3,0,11,1,2,0,28,5,5,0,0,6,0,4,12,2,0,14,7,0,2,0,25,27,10,0,0,3,4,17,1,1,0,6,0,3,3,0,0,1,11,0
13,0,0,14,0,8,2,39,2,3,2,1,0,0,13,13,0,0,20,9,0,2,0,29,26,10,0,0,6,7,16,0,0,2,5,0,0,1,0,0,0,11,0
1,1,0,10,0,2,0,38,11,5,3,1,6,0,18,29,1,0,6,13,0,2,0,27,36,6,0,0,6,5,14,1,1,0,4,0,3,9,0,5,1,13,1
4,2,0,10,0,2,0,43,5,4,5,2,9,1,18,22,2,0,11,9,0,2,0,24,34,7,0,0,6,4,15,1,2,0,9,0,0,2,0,0,0,13,1
0,0,0,5,0,1,0,13,0,2,1,0,0,0,5,7,1,0,10,2,1,0,0,10,6,3,0,0,2,3,8,0,0,0,3,0,1,2,0,0,0,7,1
7,1,0,2,0,0,0,15,5,1,1,1,4,0,10,6,0,0,0,8,0,0,0,9,12,2,0,0,5,3,4,0,0,0,7,0,0,1,0,0,0,6,0
8,0,0,3,0,0,0,35,3,1,1,0,0,0,16,13,1,0,21,5,1,0,0,15,24,3,0,0,8,2,16,0,1,0,4,0,0,1,0,0,0,8,1
0,0,0,4,0,0,0,8,1,1,1,0,1,0,4,1,0,0,5,3,0,0,0,7,8,2,0,0,3,1,8,0,0,1,0,0,1,0,0,0,0,6,1
6,0,0,0,0,3,0,17,0,0,2,0,0,0,12,8,0,1,12,4,1,0,0,11,15,0,0,0,3,2,4,0,1,0,3,0,0,4,0,0,0,7,1
0,0,0,1,0,1,0,8,0,1,1,0,1,0,5,5,0,0,5,0,0,0,0,1,5,2,0,0,4,0,5,0,0,0,5,0,0,0,0,0,0,6,0
3,0,0,2,0,2,0,7,0,0,0,0,2,0,5,4,0,0,6,2,0,0,0,4,8,2,1,0,3,2,1,0,1,0,5,0,0,0,0,0,0,3,0
2,0,0,3,0,1,0,19,1,1,1,0,2,0,5,7,0,0,7,1,1,0,0,14,17,5,1,0,2,3,9,0,0,0,2,0,0,1,0,0,0,6,1
4,0,0,2,0,0,0,12,2,1,0,0,0,0,8,5,1,0,7,3,0,0,0,4,9,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,5,1
1,0,0,2,0,1,0,10,1,1,0,0,5,0,8,8,0,0,2,1,0,0,0,3,9,2,0,0,3,2,3,1,1,0,2,0,0,0,1,0,0,6,1
2,1,0,8,0,6,0,24,0,2,3,0,0,0,14,8,1,0,15,7,0,1,0,16,13,5,0,0,12,3,11,0,0,0,1,0,2,0,0,0,0,14,0
7,0,0,8,1,5,0,13,4,0,4,0,0,0,4,7,2,0,14,6,0,1,0,13,6,9,5,0,4,4,19,0,2,0,1,0,2,3,0,0,0,7,1
0,0,0,2,0,2,0,8,1,1,0,0,0,0,3,6,1,0,7,3,0,0,0,6,7,0,0,0,1,0,3,0,0,0,2,0,1,0,0,0,0,7,0
6,1,0,4,0,2,0,19,2,0,1,0,5,0,13,6,0,0,2,7,0,0,0,10,10,2,0,1,5,1,4,0,0,0,8,0,0,1,0,0,0,3,0
8,1,0,8,0,6,0,33,2,4,2,2,2,0,7,10,1,0,19,3,0,2,0,22,23,6,0,0,3,6,17,0,0,0,4,0,2,0,0,0,0,7,0
6,0,0,14,0,2,0,26,1,4,3,0,1,0,18,17,1,0,22,5,0,1,0,21,22,10,0,0,6,8,22,0,0,0,17,0,3,2,0,0,1,16,1
8,0,0,9,0,1,0,45,4,1,4,1,9,0,24,8,0,0,0,5,0,0,0,21,29,9,0,0,7,2,2,0,3,0,5,0,1,1,1,0,1,13,0
3,0,0,5,1,1,0,15,5,4,0,0,4,0,9,5,0,0,0,1,0,1,0,11,12,2,0,2,5,2,6,0,0,0,2,0,0,1,0,0,0,3,1
16,0,0,13,0,9,0,81,0,5,4,0,4,0,40,35,0,0,45,7,0,2,0,56,42,6,2,8,19,7,47,0,3,0,11,0,2,3,0,1,1,29,1
5,0,0,12,0,2,0,45,3,2,3,1,4,0,25,15,0,0,16,8,1,0,0,25,36,8,0,6,14,2,18,1,2,0,13,0,1,3,0,0,0,20,1
4,0,0,1,0,1,0,11,0,0,2,0,3,0,8,4,0,0,4,3,0,1,0,4,6,3,0,0,7,1,2,0,0,0,0,0,0,2,0,0,0,4,1
11,0,0,9,0,3,0,31,3,2,1,1,0,0,11,9,0,0,13,2,0,1,0,14,16,5,0,0,8,6,12,0,0,0,0,0,0,2,0,1,1,13,0
10,1,0,4,0,7,0,29,4,0,1,2,3,0,23,12,0,0,23,6,0,3,0,15,26,11,0,2,11,3,19,0,3,0,8,0,0,1,0,0,1,17,0
10,0,0,6,0,1,0,27,2,0,1,1,0,0,8,9,0,0,18,4,0,3,0,15,20,9,0,1,3,5,20,0,0,0,6,0,1,2,0,0,0,10,0
10,0,0,11,1,5,0,36,2,3,3,2,1,0,13,14,0,0,20,15,0,0,0,24,34,4,0,1,7,5,16,1,1,1,3,0,2,1,0,0,0,16,0
8,0,0,3,0,2,0,35,5,2,2,0,6,0,17,14,0,0,8,5,1,1,0,16,26,3,0,0,10,1,7,1,1,0,14,0,0,3,0,0,1,15,1
7,1,0,10,0,5,0,48,8,3,5,3,10,0,15,23,1,1,20,17,0,2,0,28,41,8,1,4,10,5,25,1,2,2,29,0,1,4,0,11,1,18,1
9,0,0,9,0,5,0,47,6,4,5,0,1,0,22,11,0,0,19,11,0,0,0,35,31,7,2,16,15,11,18,2,0,0,4,0,2,4,0,4,2,12,1
8,0,0,3,0,1,0,23,1,2,3,0,0,0,16,8,0,0,17,6,0,2,0,19,21,4,0,0,9,2,12,0,0,0,4,0,2,1,1,0,0,13,0
5,2,0,6,0,3,0,28,2,3,4,1,1,0,10,9,0,0,13,7,0,0,0,17,19,2,0,1,2,1,7,1,0,2,0,0,0,2,0,0,0,9,1
7,0,0,21,0,1,0,53,2,3,4,0,0,1,23,23,1,1,18,15,4,0,0,30,24,18,0,0,17,5,12,1,0,0,9,0,1,5,0,0,0,16,1
7,1,0,3,0,0,0,25,1,1,0,0,5,0,8,7,0,0,4,11,0,1,0,19,23,2,0,0,6,1,4,0,0,0,7,0,0,3,0,0,1,3,1
6,0,0,10,0,0,0,40,1,5,4,1,4,0,7,10,0,0,10,1,0,0,0,21,25,7,0,2,2,7,9,1,1,1,5,0,2,1,0,0,0,10,1
12,1,0,8,1,8,0,53,4,1,4,1,6,0,21,18,0,0,14,15,4,2,0,28,34,10,0,1,12,3,10,0,2,2,3,0,1,9,0,0,0,16,1
4,2,0,11,0,8,0,40,2,6,6,0,1,0,16,17,0,0,29,15,1,1,0,41,29,8,0,0,8,10,26,0,4,0,9,0,0,6,0,0,0,17,0
6,0,0,10,0,5,0,28,0,4,5,0,1,0,6,8,0,0,9,1,0,1,0,14,19,5,4,1,5,6,9,0,0,0,2,0,1,2,0,0,0,11,1
0,0,0,6,1,5,0,27,2,2,0,0,2,0,8,9,0,0,5,3,0,0,0,10,18,2,0,0,6,1,7,1,0,0,5,0,0,4,0,0,0,11,0
2,0,0,5,0,5,0,27,4,1,0,0,1,0,7,15,0,0,19,3,0,3,0,13,26,6,1,0,10,6,19,1,0,0,4,0,2,0,0,0,3,13,0
6,0,0,4,0,3,0,18,1,0,2,0,0,0,11,7,0,0,15,3,0,0,0,10,12,2,0,2,7,1,12,1,0,0,4,0,0,0,0,0,0,8,0
8,0,0,3,0,0,0,11,3,1,3,0,4,0,11,10,1,0,9,2,1,0,0,10,10,2,0,1,4,3,12,0,1,1,8,0,1,2,0,0,0,7,1
10,0,0,1,0,2,0,29,1,1,1,0,2,0,23,2,0,0,7,14,1,0,0,28,25,1,0,3,12,1,5,0,0,0,14,0,0,2,0,0,1,11,1
2,0,0,4,0,1,0,6,0,1,0,0,0,0,6,5,0,0,6,0,0,0,0,4,2,1,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,8,0
2,0,0,4,0,1,0,9,1,2,0,0,1,0,6,4,2,0,4,4,0,1,0,10,11,1,0,0,2,0,6,1,1,0,4,0,0,0,0,0,0,4,0
18,0,0,10,0,4,0,54,5,2,2,1,7,0,15,23,1,0,22,9,0,0,0,31,38,5,0,0,15,4,16,2,1,0,12,0,1,6,2,0,0,21,1
6,0,0,10,1,7,0,34,4,2,4,0,0,0,7,9,0,0,12,5,0,1,0,20,25,12,0,0,5,5,16,0,0,0,4,0,1,2,0,0,0,9,0
4,0,0,5,1,2,0,20,2,1,4,1,0,0,9,11,2,0,20,3,0,1,0,15,15,7,0,0,5,4,11,1,0,0,4,0,1,2,0,0,0,8,0
4,0,0,1,0,1,0,16,0,1,0,0,1,0,10,9,0,0,6,5,0,1,0,9,12,3,0,0,3,2,5,0,1,0,6,0,0,1,0,0,0,4,1
12,0,0,12,0,5,0,56,9,4,6,1,4,0,31,29,2,0,22,18,0,0,0,31,42,11,0,7,15,7,29,0,0,0,15,0,0,5,0,0,0,16,1
4,2,0,18,0,3,0,41,7,3,4,1,3,0,13,18,1,0,21,7,2,1,0,24,35,11,0,0,10,5,24,0,1,0,4,0,3,9,0,0,0,29,1
0,0,0,5,0,1,0,13,1,3,3,0,1,0,7,8,0,0,8,2,0,1,0,8,13,2,1,0,4,1,6,1,0,0,6,0,0,0,0,0,0,10,0
6,0,0,3,0,0,0,17,0,2,2,1,0,0,12,8,0,0,10,2,0,1,0,9,14,3,0,0,6,1,8,0,0,0,5,0,1,2,0,0,0,8,1
10,1,0,11,0,2,0,38,11,1,6,1,6,0,12,11,1,0,14,8,0,1,0,39,29,4,0,0,12,4,24,2,0,0,5,0,2,10,0,0,0,15,0
2,0,0,2,0,1,0,25,3,1,1,0,8,0,11,7,0,0,0,3,0,1,0,13,20,1,0,0,5,1,3,0,1,0,1,0,1,0,0,0,0,6,0
6,0,0,4,0,4,0,30,3,2,1,0,10,0,16,7,0,0,5,3,0,0,0,14,22,5,0,0,7,1,12,0,4,0,1,0,1,0,0,0,0,7,0
3,0,0,5,0,1,0,16,2,3,2,0,1,0,12,9,1,0,10,7,1,1,0,12,14,2,4,2,9,1,8,2,0,0,4,0,0,3,0,0,0,9,1
8,0,0,6,0,8,0,24,2,0,8,2,1,0,14,11,0,0,19,6,0,2,0,19,16,9,0,1,7,7,15,0,0,0,3,0,1,1,0,0,0,15,1
6,0,0,15,1,8,0,42,5,4,5,1,0,0,17,13,0,0,26,16,0,6,0,32,33,11,0,3,6,9,21,1,2,0,5,0,3,8,0,0,0,17,0
1,1,0,5,0,1,0,11,4,2,1,1,6,0,10,4,1,0,3,5,0,1,0,12,12,3,0,5,7,2,8,0,1,0,2,0,0,0,1,0,0,8,1
7,0,0,4,0,0,0,28,0,2,4,0,0,0,14,8,1,0,8,4,0,3,0,15,17,5,2,1,10,2,5,0,0,0,10,0,0,3,1,0,0,7,1
8,0,0,4,0,6,0,32,2,1,2,2,0,0,16,7,0,0,16,3,2,1,0,18,20,3,1,0,8,8,9,1,2,0,3,0,2,8,0,0,0,8,1
7,1,0,1,0,0,0,16,0,1,0,1,2,1,23,12,0,0,9,2,0,0,0,7,11,2,0,3,7,0,7,0,1,0,3,0,0,0,0,0,0,16,1
1,0,0,6,0,1,0,30,0,5,4,1,2,0,11,15,2,0,16,2,0,2,0,19,22,4,0,0,4,0,15,2,0,2,5,0,1,2,0,0,0,9,1
2,0,0,1,0,0,0,5,0,0,0,0,0,0,7,6,0,0,7,6,0,0,0,10,3,1,0,0,2,1,2,0,0,0,4,0,0,6,0,0,0,3,1
22,1,0,7,0,7,0,53,1,2,7,4,0,0,20,17,1,0,36,12,0,1,0,38,34,9,0,0,16,9,19,0,2,0,10,1,0,5,0,0,0,21,0
1,0,0,3,0,6,0,16,0,2,2,1,0,0,7,7,0,0,7,2,0,0,0,6,8,0,0,2,3,1,2,0,0,0,2,0,0,1,1,0,0,10,1
19,1,0,17,0,11,0,69,12,4,3,1,11,0,27,26,0,0,10,13,0,1,0,29,28,12,0,16,15,7,24,1,1,2,17,2,1,8,0,1,1,23,1
4,1,0,7,0,5,0,41,2,2,2,1,0,0,17,6,0,0,16,3,0,1,0,23,18,5,0,0,5,3,6,0,0,1,4,0,1,0,0,0,0,9,0
1,0,0,2,0,0,0,10,0,1,0,0,2,0,5,5,0,0,2,0,0,0,0,3,6,4,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,4,0
6,0,0,5,0,0,0,16,4,2,0,1,0,0,11,8,0,0,12,3,1,0,0,14,9,2,0,2,4,5,13,1,1,0,3,0,1,3,0,0,0,12,0
8,0,0,5,0,0,0,31,3,1,1,1,3,0,17,6,0,0,15,7,1,2,0,23,26,3,0,0,8,4,12,0,1,0,3,0,2,4,0,0,1,12,1
10,0,0,4,0,6,0,25,0,1,3,2,0,0,13,9,0,0,19,5,0,0,0,16,23,4,0,0,8,5,11,2,1,0,6,0,1,2,0,0,0,5,0
1,0,0,2,0,2,0,12,2,0,2,0,2,0,7,5,0,0,6,4,0,0,0,5,10,2,0,0,6,1,3,0,1,0,4,0,1,1,0,0,0,6,0
0,1,0,6,0,5,0,30,2,3,2,0,1,0,8,4,1,0,15,6,0,2,0,12,16,1,0,0,6,3,8,1,0,0,5,0,0,0,0,0,0,9,0
4,2,0,17,0,11,0,52,1,4,3,4,1,0,11,15,0,0,24,3,0,2,0,34,35,11,0,0,10,4,14,1,1,0,9,0,0,2,0,0,0,14,0
6,0,0,4,0,2,0,31,2,2,3,0,3,0,16,13,2,0,16,5,1,0,0,14,24,2,0,0,7,2,11,0,1,0,2,1,2,2,1,0,1,11,1
1,0,0,0,0,1,0,21,0,0,2,0,1,0,10,11,0,0,14,2,0,1,0,8,16,0,0,0,3,2,7,1,1,0,4,0,2,0,0,0,0,4,1
4,0,0,2,3,1,0,16,8,2,4,0,5,0,11,6,1,0,2,8,1,1,0,14,11,0,0,0,4,3,8,0,3,0,5,0,0,4,0,0,0,5,0
