",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
2,0,0,8,0,2,0,18,1,2,2,0,1,0,5,5,0,0,5,1,0,2,0,11,9,6,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,7,90,53.05,7.75,87.45,54.76,18.0,8.89,93.33,72.22,58.89,10.0,7.78,4.44,0.0,1.11,2.22,0.0,2.22,12.22,5.56,2.22,16.67,11.11,4.44,8.89,3.33,18.89,7.78,1.11,4.44,3.33,1.11,0.0,16.67,1.11,15.56,3.33,1.11,3.33,3.33,1.11,5.56,0.0,6.67,4.44,2.22,2.22,0.0,2.22,0.0,1.11,0.0,0.0,11.11,6.67,0.0,1.11,1.11,0.0,1.11,4.44,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,6.67,4.44,1.11,1.11,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,14.44,0.0,2.22,11.11,0.0,0.0,0.0,3.33,6.67,2.22,2.22,0.0,0.0,0.0,0.0,0.0,11.11,4.44,2.22,0.0,1.11,2.22,1.11,1
4,0,0,0,0,2,0,6,2,0,1,0,2,0,5,2,0,0,2,3,0,0,0,4,8,2,0,0,1,0,2,0,0,0,8,0,0,0,0,0,0,1,50,89.52,12.41,63.35,81.12,25.0,28.0,76.0,62.0,54.0,10.0,8.0,6.0,0.0,2.0,0.0,0.0,2.0,24.0,14.0,0.0,12.0,10.0,2.0,4.0,0.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,8.0,0.0,2.0,0.0,0.0,0
11,1,0,9,0,6,0,46,3,5,4,0,4,0,28,17,2,0,19,8,0,1,0,28,39,5,0,1,9,6,13,0,3,0,7,0,3,1,0,0,2,20,270,69.05,72.07,65.87,66.91,15.88,16.3,86.67,71.11,58.15,10.0,7.04,0.0,5.19,1.85,0.0,0.0,2.96,18.52,11.85,1.11,11.85,10.0,5.56,5.56,2.59,15.56,10.0,3.33,7.78,5.19,0.74,1.85,13.33,1.85,11.48,0.74,0.0,2.22,2.59,0.0,6.3,0.0,8.15,5.56,2.59,2.96,1.85,1.11,0.0,0.37,0.0,0.0,10.37,2.96,0.0,1.11,0.37,0.0,0.37,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,3.7,0.74,0.0,0.0,0.74,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,1.11,0.0,1.11,0.37,0.0,0.0,0.0,0.37,0.0,5.19,11.11,0.37,0.37,8.15,1.11,0.74,0.74,7.04,7.78,1.85,0.74,0.0,0.0,0.0,0.0,0.0,13.33,6.3,4.07,0.0,0.0,1.48,1.48,0
8,0,0,6,0,8,0,24,2,0,8,2,1,0,14,11,0,0,19,6,0,2,0,19,16,9,0,1,7,7,15,0,0,0,3,0,1,1,0,0,0,15,182,58.46,94.16,75.82,44.98,16.55,20.33,91.76,71.98,60.44,13.74,10.99,1.1,8.79,0.0,0.55,0.55,2.75,16.48,8.79,1.1,15.38,9.89,6.04,5.49,2.75,17.03,5.49,2.75,13.19,11.54,1.1,1.65,8.79,0.55,8.24,1.1,0.0,1.1,0.0,0.55,3.85,0.0,5.49,3.3,1.65,3.3,1.65,1.1,0.0,0.0,1.1,0.0,15.38,4.4,0.0,1.1,0.0,0.0,1.65,10.99,1.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,5.49,1.65,1.65,1.65,0.55,0.0,1.1,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.65,3.85,14.84,1.65,1.65,10.99,1.65,0.0,0.0,4.95,13.74,0.55,1.1,0.0,0.0,0.0,0.0,0.0,15.93,7.69,4.4,0.0,0.0,1.65,2.2,1
21,1,0,14,0,11,0,59,9,9,6,0,1,0,25,18,0,0,25,7,0,2,0,51,36,7,0,0,10,14,35,0,2,2,17,0,2,1,0,0,5,16,359,61.19,4.29,92.11,2.15,19.94,18.66,88.3,71.87,57.94,15.6,12.26,10.03,0.0,0.84,0.28,1.11,3.34,15.32,9.19,0.28,14.21,9.47,4.18,5.57,1.39,17.83,4.74,3.34,1.11,0.0,0.0,1.11,14.21,0.84,13.37,2.79,1.11,3.9,1.39,1.11,3.62,0.0,5.57,1.39,4.18,2.51,0.84,1.67,0.28,1.11,0.28,0.0,7.52,3.34,0.0,0.28,0.0,0.56,0.84,4.46,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,6.13,0.56,3.62,1.67,0.56,0.28,2.51,1.67,0.28,0.84,0.0,0.0,0.0,0.28,0.0,0.28,0.0,0.28,0.0,0.56,0.0,0.0,0.0,0.0,4.18,10.31,0.28,1.39,7.52,1.11,0.0,0.28,4.74,9.47,1.39,0.56,0.28,0.0,0.28,0.0,0.0,14.21,5.29,5.85,0.0,0.0,2.23,0.84,0
1,0,0,2,0,1,0,7,1,1,0,0,0,0,8,4,0,0,7,1,0,0,0,3,6,1,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,5,53,32.25,97.81,79.41,99.0,13.25,16.98,92.45,73.58,56.6,11.32,9.43,1.89,7.55,0.0,0.0,0.0,1.89,13.21,9.43,0.0,7.55,13.21,9.43,5.66,0.0,18.87,11.32,0.0,9.43,9.43,0.0,0.0,3.77,0.0,3.77,0.0,0.0,0.0,0.0,3.77,0.0,0.0,11.32,11.32,0.0,5.66,5.66,0.0,0.0,0.0,0.0,0.0,13.21,3.77,3.77,0.0,0.0,0.0,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,1.89,3.77,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,15.09,1.89,1.89,11.32,1.89,0.0,0.0,7.55,15.09,0.0,1.89,0.0,0.0,0.0,0.0,0.0,9.43,7.55,1.89,0.0,0.0,0.0,0.0,0
11,0,0,12,0,5,0,48,6,3,2,1,3,0,17,13,0,1,20,6,0,1,0,15,28,9,0,2,13,8,20,1,1,0,4,0,1,1,0,0,1,13,234,44.53,69.89,36.64,38.83,18.0,14.53,90.6,73.08,57.69,12.39,9.4,2.99,4.27,2.14,0.0,0.0,2.99,15.38,8.97,0.85,10.26,11.54,4.7,7.26,1.71,19.66,5.98,5.98,6.84,4.27,0.43,2.14,11.97,1.71,10.26,1.28,0.85,2.14,2.14,0.0,3.85,0.0,3.85,2.56,1.28,2.14,1.71,0.43,0.0,0.0,0.0,0.0,10.68,3.42,0.85,0.85,0.0,0.0,1.28,7.26,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.85,7.69,0.0,5.13,2.14,0.43,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.43,1.71,0.85,0.0,0.43,0.0,0.0,0.0,0.0,0.0,3.85,10.68,1.28,1.28,6.84,0.85,0.0,0.43,2.14,9.83,2.99,2.99,0.0,0.0,0.0,0.0,0.0,14.1,5.13,4.7,0.0,0.43,1.71,2.14,1
2,2,0,4,0,2,0,15,1,2,0,1,3,0,11,7,0,0,6,3,0,0,0,9,15,3,0,1,4,2,6,0,0,0,4,0,0,1,0,0,0,6,99,60.27,52.11,71.27,99.0,14.14,16.16,90.91,72.73,60.61,11.11,7.07,5.05,2.02,0.0,0.0,0.0,4.04,20.2,13.13,1.01,11.11,12.12,7.07,7.07,0.0,13.13,12.12,4.04,7.07,4.04,3.03,0.0,11.11,2.02,9.09,2.02,0.0,2.02,0.0,2.02,1.01,0.0,10.1,9.09,0.0,5.05,4.04,0.0,0.0,0.0,0.0,0.0,7.07,1.01,0.0,0.0,0.0,0.0,0.0,6.06,2.02,0.0,0.0,2.02,1.01,1.01,0.0,0.0,5.05,3.03,2.02,0.0,0.0,0.0,1.01,1.01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,13.13,1.01,1.01,11.11,1.01,0.0,0.0,3.03,8.08,4.04,0.0,0.0,0.0,0.0,0.0,0.0,11.11,4.04,2.02,0.0,3.03,1.01,1.01,0
1,0,0,5,0,1,0,14,0,0,0,0,1,0,8,6,0,0,11,1,0,0,0,6,10,2,0,0,3,3,8,0,0,0,1,0,0,0,0,0,0,6,78,27.72,93.13,16.81,60.52,13.0,12.82,93.59,74.36,61.54,15.38,8.97,1.28,7.69,0.0,0.0,0.0,6.41,15.38,10.26,0.0,10.26,15.38,6.41,5.13,2.56,24.36,6.41,1.28,7.69,7.69,0.0,0.0,7.69,2.56,3.85,0.0,0.0,0.0,1.28,0.0,2.56,0.0,5.13,3.85,1.28,1.28,1.28,0.0,0.0,0.0,0.0,0.0,12.82,2.56,1.28,0.0,0.0,0.0,1.28,10.26,0.0,0.0,1.28,1.28,0.0,0.0,0.0,0.0,10.26,1.28,3.85,1.28,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,6.41,10.26,0.0,0.0,7.69,2.56,0.0,0.0,1.28,19.23,1.28,0.0,0.0,0.0,0.0,0.0,0.0,11.54,7.69,1.28,0.0,0.0,2.56,0.0,1
3,2,0,5,1,2,0,20,1,0,1,1,1,0,12,9,0,0,15,12,0,1,0,21,19,4,0,0,3,0,8,0,1,0,2,0,0,1,0,0,1,10,142,71.28,48.42,78.86,52.91,15.78,19.72,95.07,76.06,59.86,13.38,6.34,2.11,2.11,0.7,0.0,1.41,7.04,19.72,9.15,0.7,15.49,8.45,3.52,5.63,2.82,16.2,10.56,2.82,4.93,4.23,0.7,0.0,15.49,0.0,15.49,2.82,1.41,1.41,4.23,1.41,6.34,0.0,3.52,2.82,0.7,2.82,2.11,0.7,0.0,0.0,0.0,0.0,11.27,1.41,1.41,0.0,0.0,0.0,0.0,9.86,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,4.23,2.11,2.11,0.0,0.0,0.0,6.34,0.7,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,1.41,0.7,0.0,0.0,0.7,0.0,0.0,0.0,3.52,7.75,0.0,2.11,5.63,0.0,0.0,0.0,4.93,9.86,1.41,0.0,0.0,0.0,0.0,0.0,0.0,9.86,6.34,2.11,0.0,0.0,1.41,0.0,0
20,0,0,6,0,0,1,24,3,1,2,0,1,0,13,13,1,0,17,10,1,0,0,17,22,4,0,1,7,7,10,0,1,0,5,0,0,9,0,0,0,10,169,76.34,5.63,90.8,88.43,13.0,12.43,86.39,71.01,55.62,9.47,5.92,5.33,0.0,0.0,0.0,0.59,3.55,16.57,10.65,4.73,11.83,9.47,4.14,5.92,0.59,17.75,7.1,5.92,1.18,0.0,1.18,0.0,14.79,1.78,13.02,3.55,1.18,1.78,1.18,1.78,4.14,0.0,4.73,4.73,0.0,1.18,1.18,0.0,0.0,0.0,0.0,0.0,1.78,0.59,0.0,0.0,0.0,0.0,0.59,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,2.96,1.78,0.59,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,8.28,10.06,0.59,0.59,7.69,0.59,0.59,0.0,5.92,9.47,0.59,0.59,0.0,0.0,0.0,0.0,0.0,23.08,7.69,11.83,0.0,0.0,0.0,3.55,1
7,0,0,8,1,5,0,36,1,2,4,2,1,0,14,10,1,0,16,6,1,1,0,19,24,6,0,1,11,1,13,0,2,0,1,0,0,6,0,0,0,17,196,72.5,61.28,81.01,60.3,19.6,10.71,93.37,75.51,58.16,11.73,7.65,1.02,4.59,0.51,0.0,1.53,4.08,16.33,11.22,3.57,13.27,5.61,6.12,6.12,3.57,14.8,8.16,3.06,7.14,5.61,1.02,0.51,12.76,2.04,10.71,0.0,1.53,1.53,2.04,0.51,5.1,0.0,4.59,3.57,1.02,1.02,1.02,0.0,0.0,0.0,0.0,0.0,9.69,1.53,1.02,0.0,0.0,0.0,0.51,8.16,0.51,0.0,0.0,0.51,0.51,0.0,0.51,0.0,7.65,0.0,3.57,2.04,2.04,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.51,0.0,0.51,0.0,0.0,0.0,0.0,6.12,17.86,0.51,0.51,13.78,2.55,1.02,0.0,4.08,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,4.59,3.57,0.0,0.51,0.0,2.04,1
8,2,0,12,0,7,0,34,0,5,2,1,2,0,12,12,0,0,16,1,2,0,0,28,28,5,1,2,8,3,16,0,1,0,7,0,0,4,0,0,0,20,213,60.23,72.47,85.48,10.83,17.75,11.27,91.08,72.77,60.09,12.68,9.86,2.35,6.57,0.0,0.0,0.94,2.82,18.31,10.8,2.35,13.15,8.45,6.1,7.04,2.82,16.43,6.1,3.76,9.86,7.98,0.47,1.41,12.68,1.41,11.27,1.41,1.41,1.41,2.82,0.47,5.16,0.0,4.69,1.88,2.82,1.88,0.0,1.88,0.0,0.0,0.94,0.0,12.68,2.82,1.41,0.94,0.0,0.0,0.94,9.39,0.94,0.0,0.94,0.47,0.0,0.0,0.0,0.0,4.23,0.0,2.82,0.47,0.94,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.94,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,4.23,12.21,0.0,1.41,9.39,0.0,1.41,0.47,5.63,9.39,0.47,1.88,0.0,0.0,0.0,0.0,0.0,13.15,6.1,3.76,0.0,0.0,1.41,1.88,0
11,0,0,5,1,1,1,28,4,1,3,1,0,0,14,7,1,1,15,6,0,0,0,26,24,3,1,0,10,10,9,0,2,0,5,0,2,1,2,0,1,14,189,61.53,5.43,95.56,20.23,27.0,16.4,89.95,74.6,61.9,8.99,4.23,3.7,0.0,0.0,0.0,0.53,4.76,16.4,10.05,1.06,14.29,11.11,5.82,8.99,2.12,16.93,7.94,8.47,1.06,0.0,0.0,1.06,8.47,1.06,7.41,2.12,0.53,0.53,0.0,0.53,4.23,0.0,5.29,2.65,2.65,2.12,0.53,1.59,0.0,0.0,0.53,0.0,3.17,2.12,0.0,1.06,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.53,1.59,1.06,0.0,1.06,0.53,0.0,0.0,0.0,0.0,0.0,0.53,0.0,2.65,0.0,0.0,1.59,0.0,0.53,0.0,0.0,0.0,4.23,15.34,1.59,0.0,12.17,1.06,0.0,0.53,5.82,11.64,2.12,0.0,0.0,0.0,0.0,0.0,0.0,11.64,3.7,5.82,0.0,0.0,2.12,0.0,1
24,0,0,10,0,6,0,42,5,4,2,0,4,0,23,13,0,0,15,4,0,3,0,33,28,4,0,0,11,5,20,3,2,0,10,0,1,2,0,0,0,23,260,68.01,5.04,85.07,20.23,20.0,18.08,88.85,71.54,58.46,12.31,8.46,5.38,0.0,1.15,1.15,0.38,3.85,15.0,10.38,1.54,15.0,6.54,5.77,8.46,2.69,11.54,8.08,3.85,1.15,0.0,0.38,0.77,11.92,0.38,11.54,1.15,1.54,1.54,1.92,0.38,6.15,0.0,5.0,2.31,2.31,0.38,0.0,0.38,0.0,0.0,0.38,0.38,5.77,1.92,0.0,0.38,0.0,0.77,0.38,4.23,0.38,0.0,0.0,1.92,1.92,0.0,1.15,0.77,5.38,0.0,1.15,2.69,1.15,0.38,2.31,1.54,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.08,9.62,0.0,1.15,7.31,0.0,0.77,0.77,5.38,5.77,1.54,0.77,0.0,0.0,0.0,0.0,0.0,14.62,5.38,9.23,0.0,0.0,0.0,0.0,0
7,1,0,8,1,1,0,55,0,3,6,0,1,0,24,4,0,0,18,17,0,0,0,24,31,11,0,19,6,7,9,0,0,0,21,0,4,8,0,0,0,10,264,93.84,10.07,73.56,42.71,52.8,25.0,78.79,56.06,42.8,4.17,3.03,3.03,0.0,0.0,0.0,0.0,1.14,14.02,10.23,3.03,13.26,6.06,3.41,3.79,2.27,12.88,7.2,3.03,1.52,0.38,0.76,0.38,6.44,0.76,5.68,1.14,0.76,1.52,0.76,0.0,2.27,0.0,3.79,2.65,1.14,1.52,1.52,0.0,0.0,0.0,0.0,0.0,4.17,3.03,0.38,0.0,0.0,0.0,0.76,0.76,0.0,0.76,0.0,0.0,1.14,0.0,0.38,0.76,7.58,1.52,4.17,1.52,0.38,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,5.3,14.02,0.0,1.52,10.23,2.27,0.0,0.38,4.92,8.33,1.14,0.76,0.0,0.0,0.0,0.0,0.0,13.64,1.52,2.65,0.0,0.0,0.76,8.71,1
1,0,0,5,0,1,0,11,2,2,2,0,0,0,12,10,0,0,8,1,0,0,0,8,10,3,0,2,1,1,5,1,0,0,6,0,0,0,0,0,0,8,85,53.84,47.03,55.07,95.42,8.5,17.65,89.41,76.47,54.12,10.59,7.06,2.35,2.35,2.35,0.0,0.0,3.53,14.12,10.59,0.0,10.59,11.76,5.88,4.71,3.53,21.18,12.94,2.35,2.35,2.35,0.0,0.0,12.94,0.0,12.94,2.35,0.0,3.53,4.71,1.18,3.53,0.0,10.59,8.24,2.35,2.35,2.35,0.0,0.0,0.0,0.0,0.0,10.59,4.71,1.18,0.0,0.0,1.18,2.35,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,2.35,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.18,0.0,0.0,0.0,0.0,8.24,16.47,0.0,3.53,9.41,1.18,0.0,2.35,1.18,10.59,1.18,2.35,0.0,0.0,0.0,0.0,0.0,17.65,11.76,1.18,0.0,0.0,2.35,2.35,1
3,0,0,1,1,2,0,14,2,0,2,0,1,0,7,8,0,0,9,0,0,1,0,10,8,3,0,0,3,1,9,0,1,0,9,0,0,1,0,0,0,5,89,42.36,53.48,88.44,99.0,11.13,25.84,83.15,71.91,58.43,16.85,12.36,7.87,3.37,0.0,0.0,1.12,4.49,14.61,7.87,1.12,13.48,10.11,5.62,6.74,1.12,19.1,6.74,1.12,6.74,4.49,1.12,1.12,7.87,2.25,5.62,2.25,1.12,0.0,1.12,0.0,1.12,0.0,8.99,8.99,0.0,5.62,5.62,0.0,0.0,0.0,0.0,0.0,11.24,2.25,0.0,0.0,0.0,0.0,0.0,8.99,1.12,0.0,0.0,1.12,0.0,0.0,0.0,0.0,4.49,1.12,0.0,2.25,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.12,0.0,0.0,5.62,11.24,0.0,1.12,7.87,0.0,0.0,2.25,4.49,11.24,1.12,2.25,0.0,0.0,0.0,0.0,0.0,13.48,7.87,3.37,0.0,1.12,1.12,0.0,0
2,1,0,3,1,3,0,19,0,2,2,0,0,0,6,8,0,0,15,4,0,1,0,13,12,2,0,0,7,0,11,0,0,0,5,0,1,1,0,0,0,9,118,53.96,3.75,99.0,98.08,14.75,16.95,94.07,71.19,56.78,11.86,11.02,10.17,0.0,0.0,0.0,0.85,0.85,14.41,10.17,0.85,11.86,7.63,6.78,10.17,0.85,14.41,8.47,3.39,1.69,0.85,0.85,0.0,9.32,0.0,9.32,1.69,1.69,1.69,1.69,0.0,1.69,0.0,6.78,6.78,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,5.93,1.69,0.85,0.0,0.0,0.0,0.0,2.54,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.85,0.85,0.85,1.69,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.85,0.85,0.0,0.85,0.0,0.0,0.0,0.85,6.78,17.8,0.0,4.24,11.86,0.85,0.0,1.69,6.78,11.02,0.0,2.54,0.0,0.0,0.0,0.0,0.0,8.47,6.78,1.69,0.0,0.0,0.0,0.0,0
7,0,0,8,1,6,0,40,6,2,6,2,1,0,12,21,0,0,29,10,0,2,0,34,26,6,0,0,7,5,30,0,3,0,8,0,2,2,0,0,0,20,268,39.26,9.37,99.0,94.14,12.76,10.07,94.03,73.13,60.45,17.54,13.43,9.7,0.0,1.49,0.0,2.24,4.1,14.55,7.84,1.12,12.69,8.58,6.72,7.84,0.0,17.16,4.1,4.1,1.12,0.37,0.37,0.37,9.7,0.37,8.96,1.49,0.75,1.49,2.99,1.12,3.36,0.0,5.6,5.6,0.0,2.24,2.24,0.0,0.0,0.0,0.0,0.0,8.21,4.1,0.75,0.75,0.0,0.0,2.61,4.48,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,5.97,1.87,2.61,1.49,0.37,0.0,3.73,0.75,0.0,0.37,0.0,0.0,0.0,1.87,0.0,1.49,0.37,2.24,0.0,0.0,0.0,0.0,0.0,0.37,8.96,17.16,1.12,1.49,11.94,0.0,0.37,2.24,5.6,10.07,0.75,1.12,0.0,0.0,0.0,0.0,0.0,10.45,7.46,2.61,0.0,0.37,0.0,0.0,0
4,0,0,3,0,3,0,29,1,0,1,1,2,0,8,7,2,0,11,9,0,0,0,20,24,3,0,1,10,1,9,0,0,0,1,0,1,2,0,0,1,6,145,85.24,32.31,58.54,12.93,20.71,17.24,89.66,66.9,60.0,11.03,6.21,1.38,0.0,0.0,0.0,4.83,4.83,24.14,13.1,2.07,14.48,5.52,2.76,6.9,4.14,8.28,6.21,4.14,5.52,2.07,0.69,2.76,8.97,1.38,7.59,1.38,0.0,0.0,0.69,0.69,4.83,0.0,3.45,1.38,2.07,2.76,0.69,1.38,0.0,0.0,0.0,0.0,12.41,3.45,0.69,0.69,0.0,0.0,1.38,8.97,1.38,0.0,0.69,0.69,0.69,0.0,0.0,0.69,8.28,0.0,2.07,4.83,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.0,0.69,0.69,0.0,3.45,8.97,0.0,0.69,6.9,0.69,0.0,0.69,4.14,5.52,2.07,0.0,0.0,0.0,0.0,0.0,0.0,10.34,4.83,2.76,0.0,0.0,2.07,0.69,1
6,1,0,4,0,2,0,19,2,0,1,0,5,0,13,6,0,0,2,7,0,0,0,10,10,2,0,1,5,1,4,0,0,0,8,0,0,1,0,0,0,3,100,78.84,24.08,75.94,99.0,16.67,21.0,82.0,60.0,43.0,7.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,13.0,8.0,1.0,10.0,7.0,2.0,7.0,1.0,12.0,10.0,3.0,4.0,3.0,1.0,0.0,6.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,8.0,2.0,4.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,6.0,0.0,1.0,0.0,1.0,0
7,0,0,13,0,3,0,31,1,4,8,1,2,0,9,9,2,0,18,7,0,5,0,24,25,9,0,2,10,4,22,0,0,0,7,0,1,0,0,0,1,19,217,66.18,8.67,83.57,48.29,24.11,11.98,91.71,76.04,60.37,11.98,7.83,5.99,0.0,0.92,0.0,0.92,4.15,15.21,8.76,0.46,17.51,8.76,6.45,6.91,3.23,18.43,6.45,6.91,2.76,0.46,1.38,0.92,12.44,3.23,9.22,0.92,1.84,2.3,1.84,0.92,2.3,0.0,3.69,2.76,0.92,0.92,0.46,0.46,0.0,0.46,0.0,0.0,7.83,4.15,0.46,0.0,0.46,0.92,0.92,3.23,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.0,5.99,0.0,0.92,1.84,3.23,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.38,0.92,0.92,0.0,0.0,0.0,0.0,0.0,10.14,12.9,0.92,2.3,8.76,0.92,0.0,0.46,5.53,8.76,1.38,1.38,0.0,0.0,0.0,0.0,0.0,12.44,3.23,3.23,0.0,0.92,4.15,0.92,0
6,3,0,12,2,2,0,81,10,4,5,3,8,0,27,18,2,1,33,16,4,1,0,68,53,11,1,6,14,15,33,3,4,2,20,0,0,11,0,1,1,30,461,73.04,12.18,68.81,42.76,25.61,14.32,89.59,73.1,60.74,11.5,5.21,3.69,0.65,0.0,0.22,0.65,6.29,17.79,9.98,2.39,15.4,10.41,5.21,5.42,1.3,16.05,6.07,7.81,2.82,0.87,0.87,1.08,9.11,0.43,8.46,1.3,0.65,1.08,1.52,0.22,3.9,0.0,3.25,2.17,0.65,0.87,0.43,0.0,0.0,0.0,0.0,0.0,3.69,1.52,0.22,0.0,0.22,0.43,0.22,2.17,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.22,6.94,1.08,1.52,2.39,2.17,0.0,3.04,0.0,0.0,0.0,0.0,1.74,0.0,2.82,0.0,0.65,0.22,0.43,0.0,0.22,0.0,0.0,0.0,0.65,4.77,11.93,1.3,0.87,8.68,1.08,0.0,0.22,3.69,9.33,3.47,0.65,0.0,0.0,0.0,0.0,0.0,13.23,4.56,1.3,0.0,0.0,1.3,6.07,1
